objectid,parentid,group_count,title,title-enhanced,creator,date,year,subject,description,county,location,latitude,longitude,filename,display_template,object_full,object_location,image_small,image_thumb
sanborn-boise-1903-004,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [4]",Sanborn Map Company,1903-06,1903,dwelling; public school; out house; hay shed; lumber shed; laundry; transformer station; meat; grocery; carpenter; machine door; machine work; soda facility; shed; turbine wheel; car house; planing mill;,dwelling; public school; out house; hay shed; lumber shed; laundry; transformer station; meat; grocery; carpenter; machine door; machine work; soda facility; shed; turbine wheel; car house; planing mill;,Ada,Boise,43.61975,-116.210842,sanborn-boise-1903-004.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-004.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-004.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-004_th.jpg
sanborn-boise-1903-005,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [5]",Sanborn Map Company,1903-06,1903,dwelling; shed; office; lumber; adventist church;,dwelling; shed; office; lumber; adventist church;,Ada,Boise,43.622046,-116.208627,sanborn-boise-1903-005.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-005.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-005.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-005_th.jpg
sanborn-boise-1903-006,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [6]",Sanborn Map Company,1903-06,1903,dwelling; shed; stalls;,dwelling; shed; stalls;,Ada,Boise,43.624472,-116.206402,sanborn-boise-1903-006.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-006.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-006.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-006_th.jpg
sanborn-boise-1903-007,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [7]",Sanborn Map Company,1903-06,1903,dwelling; paint shop; shed; cabin; lumber yard; horse shed; lumber shed; office; rail road freight depot; coal;,dwelling; paint shop; shed; cabin; lumber yard; horse shed; lumber shed; office; rail road freight depot; coal;,Ada,Boise,43.613776,-116.210204,sanborn-boise-1903-007.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-007.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-007.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-007_th.jpg
sanborn-boise-1903-008,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [8]",Sanborn Map Company,1903-06,1903,dwelling; shed; livery and feed; wood shed; wagon shed; hay; general storage; buggy house; boarding; lodging; harness; livery; stable; out house; cabin; feed; shed; wagon repairing; cleaning and dyeing; racket; sewing machines; paints oils and wall paper; grocery; hardware; offices; jewlery;,dwelling; shed; livery and feed; wood shed; wagon shed; hay; general storage; buggy house; boarding; lodging; harness; livery; stable; out house; cabin; feed; shed; wagon repairing; cleaning and dyeing; racket; sewing machines; paints oils and wall paper; grocery; hardware; offices; jewlery;,Ada,Boise,43.617298,-116.208005,sanborn-boise-1903-008.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-008.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-008.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-008_th.jpg
sanborn-boise-1903-009,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [9]",Sanborn Map Company,1903-06,1903,dwelling; boarding; shed; photographer; veterinary; grocery; hay and grain; upholstering and picture framing; upholstering and bamboo furniture; livery and feed; granary; office; stalls; out house; carpenter;,dwelling; boarding; shed; photographer; veterinary; grocery; hay and grain; upholstering and picture framing; upholstering and bamboo furniture; livery and feed; granary; office; stalls; out house; carpenter;,Ada,Boise,43.619558,-116.205794,sanborn-boise-1903-009.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-009.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-009.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-009_th.jpg
sanborn-boise-1903-010,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [10]",Sanborn Map Company,1903-06,1903,dwelling; high school; out house; shed; wagon shed;,dwelling; high school; out house; shed; wagon shed;,Ada,Boise,43.621989,-116.203584,sanborn-boise-1903-010.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-010.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-010.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-010_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-010_th.jpg
sanborn-boise-1903-011,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [11]",Sanborn Map Company,1903-06,1903,dwelling; shanty; shed; lumber shed; office; passenger depot; coal; lime; hardware; grocery; provisions and hardware; buggy house; livery; stables; hay; hen house; paint shop; wagon shop and wood work; furniture and general store; provisions and furniture;,dwelling; shanty; shed; lumber shed; office; passenger depot; coal; lime; hardware; grocery; provisions and hardware; buggy house; livery; stables; hay; hen house; paint shop; wagon shop and wood work; furniture and general store; provisions and furniture;,Ada,Boise,43.614611,-116.20529,sanborn-boise-1903-011.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-011.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-011.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-011_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-011_th.jpg
sanborn-boise-1903-012,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [12]",Sanborn Map Company,1903-06,1903,dwelling; chinese laundry; chinese doctor; hand printing; shed; undertaker and picture framing; wagon shed; wagon stock; hen house; buggy house; wagon shed; lodging; wagons and agricultural implements; wagons and agricultural implements; corral; wagon shop; feed stable; tin shop; office; hardware and paints; drugs; jewlery; shop; cand facility; barber and baths; bakery; furniture; telegraph office; chinese restaurant; saloon; buisness college; paint shop;,dwelling; chinese laundry; chinese doctor; hand printing; shed; undertaker and picture framing; wagon shed; wagon stock; hen house; buggy house; wagon shed; lodging; wagons and agricultural implements; wagons and agricultural implements; corral; wagon shop; feed stable; tin shop; office; hardware and paints; drugs; jewlery; shop; cand facility; barber and baths; bakery; furniture; telegraph office; chinese restaurant; saloon; buisness college; paint shop;,Ada,Boise,43.615236,-116.204765,sanborn-boise-1903-012.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-012.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-012.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-012_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-012_th.jpg
sanborn-boise-1903-013,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [13]",Sanborn Map Company,1903-06,1903,dwelling; shed; kitchen; bar; hotel; photographer; hardware; dancing academy; tin shop; plumbing; salvation army; grocery; furniture and carpets; post office; drugs; saloon; barber; lodging; printing; cobbler; photo gallery; wagons and agricultural implements; tailor; hand printing; paint shop;bank; court; us office; office; saloon; restaurant; cigar facility; sausage facility; candy; meat; fruit and grocery; liquor; city hall; hay; jail; assay office; female boarding; chinese masonic hall; noodle parlor; chinese doctor; grocery; books and music; cigars; cold storage; chinese restaurant; saloon and lunch; chinese laundry; out house; ice house; sewing machines; paint shop; repair; furniture and wall paper; whole sale; feed; cigars and candy; guns;,dwelling; shed; kitchen; bar; hotel; photographer; hardware; dancing academy; tin shop; plumbing; salvation army; grocery; furniture and carpets; post office; drugs; saloon; barber; lodging; printing; cobbler; photo gallery; wagons and agricultural implements; tailor; hand printing; paint shop;bank; court; us office; office; saloon; restaurant; cigar facility; sausage facility; candy; meat; fruit and grocery; liquor; city hall; hay; jail; assay office; female boarding; chinese masonic hall; noodle parlor; chinese doctor; grocery; books and music; cigars; cold storage; chinese restaurant; saloon and lunch; chinese laundry; out house; ice house; sewing machines; paint shop; repair; furniture and wall paper; whole sale; feed; cigars and candy; guns;,Ada,Boise,43.61635,-116.203724,sanborn-boise-1903-013.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-013.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-013.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-013_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-013_th.jpg
sanborn-boise-1903-014,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [14]",Sanborn Map Company,1903-06,1903,catholic church; out house; dwelling; hall; stables and corral; wagon shed; candy facility; carpenter; shed; first methodist episcopal church; public school; high school; hearse and wagon house; corral; theatre; lodging; first baptise church; carpenter; parsonage; first presbyterian church; painting; episcopal church; grand army of the republic hall; memorial chapel;,catholic church; out house; dwelling; hall; stables and corral; wagon shed; candy facility; carpenter; shed; first methodist episcopal church; public school; high school; hearse and wagon house; corral; theatre; lodging; first baptise church; carpenter; parsonage; first presbyterian church; painting; episcopal church; grand army of the republic hall; memorial chapel;,Ada,Boise,43.618587,-116.201525,sanborn-boise-1903-014.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-014.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-014.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-014_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-014_th.jpg
sanborn-boise-1903-015,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [15]",Sanborn Map Company,1903-06,1903,dwelling; bakery; shed; boarding; lodging; stable; shed; cabin; out house; hen house;,dwelling; bakery; shed; boarding; lodging; stable; shed; cabin; out house; hen house;,Ada,Boise,43.620954,-116.199471,sanborn-boise-1903-015.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-015.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-015.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-015_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-015_th.jpg
sanborn-boise-1903-016,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [16]",Sanborn Map Company,1903-06,1903,dwelling; coal; chinese; meat; drugs; chinese dwelling; out house; cabin; lodging; livery; shed; ice house; buggy house; office; wagon shed; granary; paint shop; carpenter; electric supplies; telephone company; machine shop; fire engine house; undertaker; masonic hall; bicycle repair; japanese restaurant; saloon; kitchen;,dwelling; coal; chinese; meat; drugs; chinese dwelling; out house; cabin; lodging; livery; shed; ice house; buggy house; office; wagon shed; granary; paint shop; carpenter; electric supplies; telephone company; machine shop; fire engine house; undertaker; masonic hall; bicycle repair; japanese restaurant; saloon; kitchen;,Ada,Boise,43.612754,-116.201859,sanborn-boise-1903-016.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-016.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-016.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-016_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-016_th.jpg
sanborn-boise-1903-017,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [17]",Sanborn Map Company,1903-06,1903,dwelling; tailor; cigar facility; femal boarding; saloon; chinese restaurant; kitchen; grocery; drugs; musical instruments and pawn broker; whole sale liquors; meat; saloon; brewery; office; printing; cooper shop; chinese laundry; shed; wash house; brew house; out house; billiards; bowling alley; assay office; chinese; chinese laundry; shed; cabin; chinese saloon; undertaker; chinese dwellings; livery and feed; buggy shed; tailor; chinese shirt maker; chinese shirt maker; barber; grocery;,dwelling; tailor; cigar facility; femal boarding; saloon; chinese restaurant; kitchen; grocery; drugs; musical instruments and pawn broker; whole sale liquors; meat; saloon; brewery; office; printing; cooper shop; chinese laundry; shed; wash house; brew house; out house; billiards; bowling alley; assay office; chinese; chinese laundry; shed; cabin; chinese saloon; undertaker; chinese dwellings; livery and feed; buggy shed; tailor; chinese shirt maker; chinese shirt maker; barber; grocery;,Ada,Boise,43.614523,-116.20022,sanborn-boise-1903-017.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-017.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-017.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-017_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-017_th.jpg
sanborn-boise-1903-018,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [18]",Sanborn Map Company,1903-06,1903,boarding; dwelling; shed; out house; christian church; county court house; jail; state capitol; ware house; laundry; hospital; carpenter; hen house; stall;,boarding; dwelling; shed; out house; christian church; county court house; jail; state capitol; ware house; laundry; hospital; carpenter; hen house; stall;,Ada,Boise,43.6168,-116.198019,sanborn-boise-1903-018.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-018.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-018.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-018_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-018_th.jpg
sanborn-boise-1903-019,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [19]",Sanborn Map Company,1903-06,1903,dwelling; out house; hen house; carpenter; shed; stalls;,dwelling; out house; hen house; carpenter; shed; stalls;,Ada,Boise,43.619109,-116.195786,sanborn-boise-1903-019.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-019.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-019.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-019_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-019_th.jpg
sanborn-boise-1903-020,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [20]",Sanborn Map Company,1903-06,1903,dwelling; shed; cabin; out house; work shop;,dwelling; shed; cabin; out house; work shop;,Ada,Boise,43.610249,-116.200789,sanborn-boise-1903-020.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-020.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-020.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-020_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-020_th.jpg
sanborn-boise-1903-021,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [21]",Sanborn Map Company,1903-06,1903,dwelling; shanty; lumber yard; lumber shed; cabin; hen house; shed; lumber yard; assay office; ice house; cooper shop; wash house; saloon; granary; hay; public school;,dwelling; shanty; lumber yard; lumber shed; cabin; hen house; shed; lumber yard; assay office; ice house; cooper shop; wash house; saloon; granary; hay; public school;,Ada,Boise,43.612695,-116.196674,sanborn-boise-1903-021.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-021.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-021.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-021_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-021_th.jpg
sanborn-boise-1903-022,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [22]",Sanborn Map Company,1903-06,1903,dwelling; lodging; shed; office; stable; livery and feed; parsonage; dormitory; chapel; boarding; out house; sisters dwelling; wash house; academy;,dwelling; lodging; shed; office; stable; livery and feed; parsonage; dormitory; chapel; boarding; out house; sisters dwelling; wash house; academy;,Ada,Boise,43.614241,-116.195129,sanborn-boise-1903-022.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-022.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-022.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-022_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-022_th.jpg
sanborn-boise-1903-023,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [23]",Sanborn Map Company,1903-06,1903,dwelling; buisness college; lumber yard; lumber shed; office; hen house;,dwelling; buisness college; lumber yard; lumber shed; office; hen house;,Ada,Boise,43.622525,-116.199489,sanborn-boise-1903-023.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-023.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-023.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-023_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-023_th.jpg
sanborn-boise-1903-024,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [24]",Sanborn Map Company,1903-06,1903,dwelling; public school; shed;,dwelling; public school; shed;,Ada,Boise,43.611031,-116.19271,sanborn-boise-1903-024.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-024.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-024.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-024_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-024_th.jpg
sanborn-boise-1903-025,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [25]",Sanborn Map Company,1903-06,1903,dwelling; shed; out house; green house; florist;,dwelling; shed; out house; green house; florist;,Ada,Boise,43.61262,-116.191154,sanborn-boise-1903-025.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-025.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-025.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-025_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-025_th.jpg
sanborn-boise-1903-026,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [26]",Sanborn Map Company,1903-06,1903,out house; ice house; dwelling; hen house; carpenter; shed;,out house; ice house; dwelling; hen house; carpenter; shed;,Ada,Boise,43.609412,-116.186901,sanborn-boise-1903-026.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-026.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-026.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-026_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-026_th.jpg
sanborn-boise-1903-027,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [27]",Sanborn Map Company,1903-06,1903,dwelling; shed;,dwelling; shed;,Ada,Boise,43.608396,-116.183364,sanborn-boise-1903-027.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-027.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-027.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-027_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-027_th.jpg
sanborn-boise-1903-028,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [28]",Sanborn Map Company,1903-06,1903,dwelling; shed; shanty;,dwelling; shed; shanty;,Ada,Boise,43.62784,-116.203989,sanborn-boise-1903-028.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-028.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-028.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-028_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-028_th.jpg
sanborn-boise-1903-029,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [29]",Sanborn Map Company,1903-06,1903,dwelling; meat; grocery; wagon shop; feed stable; boarding; carpenter; forge; christ episcopal church; bakery; drugs; public school;,dwelling; meat; grocery; wagon shop; feed stable; boarding; carpenter; forge; christ episcopal church; bakery; drugs; public school;,Ada,Boise,43.630726,-116.203974,sanborn-boise-1903-029.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-029.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-029.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-029_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-029_th.jpg
sanborn-boise-1903-030,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [30]",Sanborn Map Company,1903-06,1903,dwelling; shed; out house; hose cart; hen house; coal; green house; carpenter; carpet weaving;,dwelling; shed; out house; hose cart; hen house; coal; green house; carpenter; carpet weaving;,Ada,Boise,43.625308,-116.199339,sanborn-boise-1903-030.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-030.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-030.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-030_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-030_th.jpg
sanborn-boise-1903-031,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [31]",Sanborn Map Company,1903-06,1903,dwelling; carpenter; shed; out house; dwelling; church hall;,dwelling; carpenter; shed; out house; dwelling; church hall;,Ada,Boise,43.627893,-116.199394,sanborn-boise-1903-031.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-031.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-031.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-031_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-031_th.jpg
sanborn-boise-1903-032,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [32]",Sanborn Map Company,1903-06,1903,dwelling; out house; shed; wagon shed; friends church;,dwelling; out house; shed; wagon shed; friends church;,Ada,Boise,43.630583,-116.199875,sanborn-boise-1903-032.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-032.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-032.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-032_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-032_th.jpg
sanborn-boise-1903-033,boise-1903,36,Sanborn Fire Insurance Map from Boise,"Sanborn Fire Insurance Map, Boise City, Ada County, Idaho, 1903 [33]",Sanborn Map Company,1903-06,1903,dwelling; out house; wagon shed;,dwelling; out house; wagon shed;,Ada,Boise,43.627948,-116.195818,sanborn-boise-1903-033.jpg,sanborn-child,https://www.lib.uidaho.edu/digital/objects/sanborn/full/sanborn-boise-1903-033.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/sanborn-boise-1903-033.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/small/sanborn-boise-1903-033_sm.jpg,https://www.lib.uidaho.edu/digital/objects/sanborn/thumbs/sanborn-boise-1903-033_th.jpg
